,Artist,Name,Popularity,Year,genre,lyrics
5946,The Phantom of the Opera (Original London Cast),I Can Hear You Lyrics,20.42617557,2006,Other,"Christine: Child of the Wilderness, dying in loneliness. I can hear you, I can feel your every fear. I never dreamed out in this opera, there was someone who loved me. I've always known, my heart wasn't alone. I've felt your emptiness, and your loneliness. My Fallen Angel, I can feel your kiss still linger here. My Fallen Angel, you still remain, a lover in my heart."
5921,The Phantom of the Opera (Original London Cast),I Remember/stranger Than You Dreamt It Lyrics,59.65612993,2006,Other,"CHRISTINE I remember there was mist . . . swirling mist upon a vast, glassy lake . . . There were candles all around and on the lake there was a boat, and in the boat there was a man . . .,Who was that shape in the shadows? Whose is the face in the mask?,PHANTOM Damn you! You little prying Pandora! You little demon - is this what you wanted to see? Curse you! You little Iying Delilah! You little viper! now you cannot ever be free! Damn you . . . Curse you . . .,Stranger than you dreamt it - can you even dare to look or bear to think of me: this loathsome gargoyle, who burns in hell, but secretly yearns for heaven, secretly . . . secretly . . . But, Christine . . . Fear can Turn to love - you'll learn to see, to find the man behind the this... repulsive carcass, who seems a beast, but secretly dreams of beauty, secretly... secretly... Oh, Christine.,Come we must return - those two fools who run my theatre will be missing you."
5937,The Phantom of the Opera (Original London Cast),Learn To Be Lonely Lyrics,38.63954574,2006,Other,"Child of the wilderness Born into emptiness Learn to be lonely Learn to find your way in darkness. Who will be there for you Comfort and care for you? Learn to be lonely Learn to be your one companion. Never dream that out in the world there are arms to hold you. You've always known: Your heart was on it's own. So laugh in your lonelyness Child of the wilderness. Learn to be lonely Learn how to love life that is lived alone Learn to be lonely. Life can be lived, life can be loved alone"
5951,The Phantom of the Opera (Original London Cast),Little Lotte / The Mirror (Angel Music) Lyrics,8.797074989,2008,Other,"Insolent boy, this slave of fashion, basking in your glory Ignorant fool, this brave young suitor, sharing in my triumph,Angel, I hear you speak, I listen, stay by my side, guide me Angel, my soul was weak forgive me, enter at last, master,Flattering child, you shall know me, see why in shadow I hide Look at your face in the mirror, I am there inside,Angel of music, guide and guardian, grant to me your glory Angel of music, hide no longer, come to me strange Angel,I am your Angel of music come to me, Angel of music I am your Angel of music come to me, Angel of music"
5933,The Phantom of the Opera (Original London Cast),Little Lotte Lyrics,43.16628453,2008,Other,"RAOUL Little Lotte let her mind wander Little Lotte thought, Am I fonder of dolls or of goblins or shoes?,CHRISTINE Raoul,RAOUL or of riddles of frocks,CHRISTINE Those picnics in the attic,RAOUL or of chocolates,CHRISTINE Father playing the violin,RAOUL As we read to each other dark stories of the North,CHRISTINE No - what I love best, Lotte said, is when I'm asleep in my bed and the Angel of Music sings songs in my head!,BOTH The Angel of Music sings songs in my head!,RAOUL You sang like an angel tonight,CHRISTINE Father said, 'When I'm in heaven, child I will send the Angel of Music to you'. Well, father is dead, Raoul, and I have been visited by the Angel of Music.,RAOUL Oh, no doubt of it - And now we'll go to supper!,CHRISTINE No, Raoul, the Angel of Music is very strict.,RAOUL Well, I shan't keep you up late!,CHRISTINE Raoul, no,RAOUL You must change. I'll order my carriage. Two minutes - Little Lotte.,CHRISTINE No, Raoul, wait!,PHANTOM Insolent boy! This slave of fashion basking in your glory!,Ignorant fool! This brave young suitor, sharing in my triumph!,CHRISTINE Angel! I hear you! Speak, I listen... stay by my side, guide me!,Angel, my soul was weak forgive me... enter at last, Master!,PHANTOM Flattering child you shall know me, see why in shadow I hide Look at your face in the mirror I am there inside!,CHRISTINE Angel of Music! Guide and guardian! Grant to me your glory!,Angel of Music! Hide no longer! Come to me, strange angel,PHANTOM I am your Angel of Music Come to me: Angel of Music,RAOUL Whose is that voice? Who is that in there?,PHANTOM I am your Angel of Music,RAOUL Christine, Christine,PHANTOM Come to me: Angel of Music"
5935,The Phantom of the Opera (Original London Cast),Little Lotte/the Mirror Lyrics,39.79411375,2006,Other,"Phantom: Insolent boy! This slave of fashion Basking in your glory! Ignorant fool! This brave young suitor Sharing in my triumph!,Christine: Angel! i hear you! Speak, i listen ... Stay by my side, guide me! Angel, my soul was weak Forgive me ... Enter at last, master!,Phantom: Flattering child You shall know me See why in shadow i hide! Look at your face in the mirror I am there inside!,Christine: Angel of music! Guide and guardian! Grant to me your glory! Angel of music! Hide no longer! Come to me, strange angel...,Phantom: I am your angel of music Come to me: angel of music,Raoul: Whose is that voice? Who is that in there?,Phantom: I am your angel of music Come to me: angel of music"
5945,The Phantom of the Opera (Original London Cast),Madame Giry's Tale Lyrics,22.74010896,2006,Other,"(The whole thing is spoken),(GIRY is hurrying across. RAOUL appears and calls after her),RAOUL,Madame Giry, wait. . .,GIRY,Please, Monsieur - I know no more than anyone else.,RAOUL,That's not true.,GIRY (uneasily),Please, Monsieur, don't ask, there have been too many accidents . . .,RAOUL (ironical),Accidents?! (She moves off again. He stops her) (desperately) Please, Madame Giry, for all our sakes . . .,GIRY (She has glanced nervously about her and suddenly deciding to trust him, cuts in),Very well. It was years ago. There was a traveling fair in the city. The gypsies. I was very young, studying to be a ballerina. One of many living in the dormitories of the opera house. (There is a flashback of when Madame Giry is still very young and at the traveling fair),(The traveling circus),(Young Madame Giry's school is taking a fieldtrip to a traveling circus),Scary woman: See the wonder from the East!,Cruel man. Come. Come. Come inside. Come and see The Devil's Child.,(They all see Young Erik with a sack over his head, chained in a cage of straw. He is making a stuffed monkey playing the cymbals like the one on the musical box),(All the children except for Young Madame Giry laugh at Young Erik),Cruel man. (Beats Erik with a stick) You damn demon! (Beats) Villain! (Beats) Ne'er do-well! (Beats) Libertine! (Beats) Dangerous! (Beats) Hideous! (Beats) Monstrous! (Beats) BEAST! (Beats very hard) (Young Erik groans in pain on the straw. Young Madame Giry looks sadly at Young Erik) Cruel Man. Behold, Mesdames and messieurs, the Devil's Child! (He takes the sack off Young Erik's head, pulls the hair),(All the kids except Young Madame Giry laugh at him),(Erik slowly puts the sack back on. When all the children break free, the cruel man begins to count his money coins),(Young Erik suddenly breaks free, grabs a rope and the chains he was chained too and strangles the cruel man),(Erik grabs his stuff monkey and takes Young Madame Giry's hand and they run out of the traveling circus),Man: Murder!,Policeman: Which way?! Man: That way! That way! Policeman: He's getting away!,(Young Madame Giry and Young Erik run all the way to a window of the Opera House),(Young Madame Giry puts Erik in the window),(The Opera House) GIRY: (Narrating the story) I hid him from the world, and its cruelties. (Young Madame Giry enters from another part of the room, Young Erik runs to her and she hides him),Young Giry. If you stay in here, you are safe.,Young Erik. Thank you so much, young lady.,(It goes back to the real times),GIRY: He has known nothing else of life since then except this opera house. I called him Erik. It was his playground and now his artistic domain, he's a genius. He's an architect and designer, he'scomposer and amagician. A genius, Monsieur!,ROUL: But clearly, Madame Giry, genius has turned to madness."
5944,The Phantom of the Opera (Original London Cast),Magical Lasso Lyrics,27.88606795,2006,Other,"Like yellow parchment is his skin... A great black hole served as the nose that never grew...,You must be always on your guard, or he will catch you with his magical lasso!,Those who speak of what they know find, too late, that prudent silence is wise.,Joseph Buquet, hold your tongue — he will burn you with the heat of his eyes..."
5942,The Phantom of the Opera (Original London Cast),Masquerade / Why So Silent Lyrics,35.95771713,2008,Other,"Monsieur Andre! Monsieur Firmin! Dear Andre, what a splendid party The prelude to a bright new year Quite a night, I'm impressed,Well, one does one's best Here's to us The toast for the city What a pity that the Phantom can't be here,Masquerade! Paper faces on parade Masquerade! Hide your face so the world will never find you Masquerade! Every face a different shade Masquerade! Look around, there's another mask behind you,Flash of mauve, splash of puce Fool and king, ghoul and goose Green and black, queen and priest Trace of rouge, face of beast, faces,Take your turn, take a ride On the merry-go-round in an inhuman race Eye of blue, true is false Who is who?,Curl of lip, swirl of gown Ace of hearts, face of clown, faces Drink it in, drink it up till you've drowned In the light, in the sound but who can name the face?,Masquerade! Grinning yellows, spinning reds Masquerade! Take your fill, let the spectacle astound you Masquerade! Burning glances, turning heads Masquerade! Stop and stare at the sea of smiles around you,Masquerade! Seething shadows breathing lies Masquerade! You can fool any friend who ever knew you Masquerade! Leering satyrs, peering eyes Masquerade! Run and hide, but a face will still pursue you,What a night! What a crowd! Makes you glad Makes you proud All the crme, de la crme,Watching us, watching them All our fears are in the past Three months of relief Of delight, of Elysian peace,And we can breathe at last No more notes, no more ghost Here's a health, here's a toast To a prosperous year,To our friends who are here And may the splendor never fade What a blessed release And what a masquerade,Think of it, a secret engagement Look, your future bride, just think of it But, why is it secret? What have we to hide? You promised me, no, Raoul, please don't, they'll see Well then let them see, it's an engagement, not a crime,Christine, what are you afraid of? Let's not argue (Let's not argue) Please pretend (I can only hope) You will understand in time (I'll understand in time),Masquerade! Paper faces on parade Masquerade! Hide your face so the world will never find you Masquerade! Every face a different shade Masquerade! Look around, there's another mask behind you,Masquerade! Burning glances, turning heads Masquerade! Stop and stare at the sea of smiles around you Masquerade! Grinning yellows,spinning reds Masquerade! Take your fill, let the spectacle astound you"
5911,The Phantom of the Opera (Original London Cast),Masquerade Lyrics,84.3526417,2008,Other,"CHORUS Masquerade! Paper faces on parade . . . Masquerade! Hide your face, so the world will never find you!,Masquerade! Every face a different shade . . . Masquerade! Look around - there's another mask behind you!,Flash of mauve . . . Splash of puce . . . Fool and king . . . Ghoul and goose . . . Green and black . . . Queen and priest . . . Trace of rouge . . . Face of beast . . .,Faces . . . Take your turn, take a ride on the merry-go-round . . . in an inhuman race . . .,Eye of gold . . . Thigh of blue . . . True is false . . . Who is who . . .? Curl of lip . . . Swirl of gown . . . Ace of hearts . . . Face of clown . . .,Faces . . . Drink it in, drink it up, till you've drowned in the light . . . in the sound . . .,RAOUL/CHRISTINE But who can name the face . . .?,ALL Masquerade! Grinning yellows, spinning reds . . . Masquerade! Take your fill - let the spectacle astound you!,Masquerade! Burning glances, turning heads . . . Masquerade! Stop and stare at the sea of smiles around you!,Masquerade! Seething shadows breathing lies . . . Masquerade! You can fool any friend who ever knew you!,Masquerade! Leering satyrs, peering eyes . . . Masquerade! Run and hide - but a face will still pursue you!,(The ENSEMBLE activity becomes background, as ANDRE, FIRMIN, MEG, GIRY, PIANGI and CARLOTTA come to the fore, glasses in hand),GIRY What a night,MEG What a crowd!,ANDRE Makes you glad!,FIRMIN Makes you proud! All the creme de la creme!,CARLOTTA Watching us watching them!,MEG/GlRY And all our fears are in the past!,ANDRE Six months...,PIANGI Of relief!,CARLOTTA Of delight!,ANDRE/FIRMIN Of Elysian peace!,MEG/GIRY And we can breathe at last!,CARLOTTA No more notes!,PIANGI No more ghost!,GIRY Here's a health!,ANDRE Here's a toast: to a prosperous year!,FIRMIN To the new chandelier!,PIANGI/CARLOTTA And may its splendour never fade!,FIRMIN Six months!,GIRY What a joy!,MEG What a change!,FIRMIN/ANDRE What a blessed release!,ANDRE And what a masquerade!,CHRISTINE Think of it (Spoken) A secret engagement. Look, your future bride. Just think of it.,RAOUL (Spoken) But, why a secret? What have we to hide?,CHRISTINE (Spoken) No, Raoul, please don't let them see,RAOUL (Spoken) Well let them see. It's an engagement, not a crime. (Sung) Christine, what are you afraid of?,CHRISTINE/RAOUL Let's not argue (Let's not argue) Please pretend (I can only hope) You will understand in time (I'll understand in time),ALL Masquerade! Paper faces on parade Masquerade! Hide your face, so the world will never find you!,Masquerade! Every face a different shade Masquerade! Look around, there's another mask behind you!,Masquerade! Burning glances, turning heads Masquerade! Stop and stare at the sea of smiles around you!,Masquerade! Grinning yellows, Spinning reds Masquerade! Take your fill, let the spectacle astound you!,(Voices fade and turn to gasps as the lights dim and the Phantom appears at the top of the stairways ),PHANTOM Why so silent, good Messieurs? Did you think that I had left you for good? Have you missed me, good Messieurs? I have written you an opera. Here, I bring the finished score. Don Juan Triumphant!,Fondest greetings to you all A few instructions just before rehearsal starts Carlotta must be taught to act Not her normal trick of strutting round the stage Our Don Juan must lose some weight It's not healthy in a man of Piangi's age And my managers must learn that their place is in an office Not the arts As for our star, Miss Christine Daae...,No doubt she'll do her best It's true, her voice is good She knows, though Should she wish to excell She has much still to learn If pride will let her return to me, her teacher Her teacher...,PHANTOM Your chains are still mine, (spoken) You belong to me! (The Phantom runs to the middle of the stairway and disappears into the floor hidden by fire. Raoul jumps into the hole in the floor with sword in hand and the floor closes again)"
5923,The Phantom of the Opera (Original London Cast),Masquerade/why So Silent Lyrics,54.27729292,2006,Other,"Monsieur Andre! Monsieur Firmin!,Dear Andre, what a splendid party The prelude to a bright new year Quite a night, I'm impressed Well, one does one's best,Here's to us A toast for the city! What a pity that the Phantom can't be here!,Masquerade! /Paper faces on parade/Masquerade! /Hide your face so the world will never find you/Masquerade! /Every face a different shade/Masquerade! /Look around, there's another mask behind you.,Flash of mauve/Splash of puce/Fool and king/Ghoul and goose/Green and black/Queen and priest/Trace of rouge/Face of beast/Faces!/Take your turn, take a ride/On the merry-go-round/in an inhuman race/Eye of gold/True is false/Who is who?/Curl of lip/Swirl of gown/Ace of hearts/Face of clown/Faces!/Drink it in, drink it up/Till you've drowned/In the light/In the sound/But who can name the face?,Masquerade! /Grinning yellows, spinning reds/Masquerade! /Take your fill, let the spectacle astound you/Masquerade! /Burning glances, turning heads/Masquerade!/Stop and stare at the sea of smiles around you/Masquerade!/Seething shadows breathing lies/Masquerade!/You can fool any friend who ever knew you/Masquerade!/Leering satyrs, peering eyes/Masquerade!/Run and hide, but a face will still pursue you.,What a night! What a crowd! Makes you glad Makes you proud! All the crème, De la crème,Watching us. Watching them All our fears are in the past Three months Of relief! Of delight!,Of Elysian peace! And we can breathe at last. No more notes No more ghost,Here's a health Here's a toast, to a prosperous year To the new chandelier,And may the splendor never fade! What a blessed release!,And what a masquerade!,Think of it. A secret engagement. Look, your future bride. Just think of it. But, why a secret? What have we to hide? No, Raoul, please don't let them see Well let them see. It's an engagement, not a crime.,Christine, what are you afraid of?,Let's not argue(Let's not argue)/Please pretend (I can only hope)/You will understand in time (I'll understand in time),Masquerade!/Paper faces on parade/Masquerade!/Hide your face so the world will never find you/Masquerade!/Every face a different shade/Masquerade!/Look around, there's another mask behind you/Masquerade!/Burning glances, turning heads/Masquerade!/Stop and stare at the sea of smiles around you/Masquerade!/Grinning yellows, Spinning reds/Masquerade!/Take your fill, let the spectacle astound you.,Why so silent, great Messieurs?/Did you think that I had left you for good?/Have you missed me, good Messieurs?/I have written you an opera./Here, I bring the finished score./Don Juan Triumphant!/Fondest greetings to you all/A few instructions just before rehearsal starts/Carlotta must be taught to act/Not her normal trick of strutting round the stage/Our Don Juan must lose some weight/It's not healthy in a man of Piangi's age/And my managers must learn that their place is in an office/Not the arts/As for our star, Miss Christine Daae...,No doubt she'll do her best/It's true, her voice is good/She knows, though/Should she wish to excell/She has much still to learn/If pride will let her return to me, her teacher/Her teacher.,Your chains are still mine, You belong to me!"
5912,The Phantom of the Opera (Original London Cast),Music Of The Night Lyrics,84.18673742,2006,Other,"Night time sharpens, heightens each sensation Darkness stirs and wakes imagination Silently the senses abandon their defenses Helpless to resist the notes I write For I compose the music of the night,Slowly, gently night unfurls its splendor Grasp it, sense it, tremulous and tender Turn your face away from the garish light of day Turn your thoughts away from cold unfeeling light And listen to the music of the night,Close your eyes and surrender to your darkest dreams Purge your thoughts of the life you knew before Close your eyes, let your spirit start to soar And you'll live as you've never lived before,Softly, deftly, music shall caress you hear it, feel it, secretly possess you Open up your mind, let your fantasies unwind In this darkness that you know you cannot fight The darkness of the music of the night,Let your mind start a journey to a strange new world Leave all thoughts of the world you knew before Let your soul take you where you long to be Only then can you belong to me,Floating, falling, sweet intoxication Touch me, trust me, savor each sensation Let the dream begin, let your darker side give in To the power of the music that I write The power of the music of the night,You alone can make my song take flight Help me make the music of the night"
5922,The Phantom of the Opera (Original London Cast),No One Would Listen Lyrics,54.79538511,2006,Other,"No one would listen No one but her Heard as the outcast hears.,Shamed into solitude Shunned by the multitude I learned to listen In my dark, my heart heard music.,I longed to teach the world Rise up and reach the world No one would listen I alone could hear the music,Then at last, a voice in the gloom Seemed to cry ""I hear you; I hear your fears, Your torment and your tears."",She saw my loneliness Shared in my emptiness No one would listen No one but her Heard as the outcast hears,No one would listen No one but her Heard as the outcast hears..."
5920,The Phantom of the Opera (Original London Cast),Notes Lyrics,60.43911364,2006,Other,"(Firmin) Mystery after gala night It says mystery of soprano's flight Mystified all the papers say We are mystified, we suspect foul play,Bad news on soprano's scene First Carlotta now Christine Still, at least, the seats get sold Gossip's worth its weight in gold,Diva tenders resignation Cover does a moonlight flit,Half your cast disappears but the crowd still cheers Opera! To hell with Gluck and Handel Have a scandal and you're sure to have a hit!,(Andre interrupting) Damnable! Will they all walk out? This is damnable!,(Firmin) Andre please don't shout! It's publicity! And the take is vast Free publicity!,(Andre) But we have no cast!,(Firmin) Andre, have you seen the queue? Ah, it seems you've got one too,(Andre, reading) Dear Andre what a charming gala, Christine was, in a word, sublime We were hardly bereft when Carlotta left On that note, the diva's a disaster, must you cast her when she's seasons past her prime!?!,(Firmin, reading) Dear, Firmin Just a brief reminder My salary has not been paid Send it care of the ghost by return of post P.T.O No one likes a debtor so it's better if my orders are obeyed!,(Both) Who would have the gall to send this? Someone with a puerile brain,(Firmin) These are both signed O.G.,(Andre) Who the hell is he?,(Both realizing) Opera Ghost!,(Firmin) It's nothing short of shocking (Andre) He is mocking our position!,(Firmin) In addition he wants money!,(Andre) What a funny apparition!,(Both) To expect a large retainer Nothing plainer, he is clearly quite insane!,(Raoul interrupting) Where is she?,(Firmin) You mean Carlotta?,(Raoul) I mean Miss Daae Where is she?,(Andre) Well how should we know?,(Raoul) I want an answer! I take it that you sent me this note!,(Firmin) What's all this nonsense?,(Andre) Of course not!,(Firmin) Don't look at us!,(Raoul) She's not with you then?,(Andre) Of course not!,(Firmin) We're in the dark!,(Raoul) Monsieur dont argue! Isn't this the letter you wrote?,(Firmin) And what is it that we're meant to have wrote? (realising his mistake)Written!,(Andre, reading) Do not fear for Miss Daae The angel of music has her under his wing. Make no attempt to see her again.,(Raoul) If you didn't write it, then who did?,(Carlotta) Where is he?,(Firmin) Ah, welcome back!,(Carlotta) Your precious patron Where is he?,(Raoul) What is it now?,(Carlotta) I have your letter A letter which I rather resent,(Firmin) And did you send it?,(Raoul) Of course not!,(Andre) As if he would!,(Carlotta) You didn't send it?,(Raoul) Of course not!,(Firmin) What's going on?,(Carlotta) You dare to tell me that this is not the letter you sent?,(Raoul) And what is it that I'm meant to have sent?,(Raoul, reading) Your days at the Opera Populaire are numbered Christine Daae...,Carlotta: Christine Daae!,(Raoul contiues)...will be singing on your behalf tonight Be prepared for a great misfortune Should you attempt to take her place.,(Firmin and Andre) Far too many notes for my taste And most of them about Christine! All we've heard since we came is Miss Daae's name--!,(Madame Giry) Miss Daae has returned.,(Firmin) I hope no worse for wear as far as we're concerned,(Andre) Where precisely is she now?,(Madame Giry) I thought it best she was alone,(Meg Giry) She needed rest,(Raoul) May I see her?,(Madame Giry) No, Monsieur She will see no one,(Piangi, Carlotta,) Will she sing, will she sing?,(Madame Giry) Here, I have a note,(Andre, Carlotta, Raoul) Let me see it!,(Firmin, reaching for note) Please,Gentlemen, I have now sent you several notes of the most amiable nature Detailing how my theatre is to be run You have not...,(fading to the Phantom's voice),followed my instructions I shall give you one last chance,(Phantom singing) Christine Daae has returned to you And I am anxious her career should progress In the new production of Il Muto You will therefore cast Carlotta as the pageboy And put Miss Daae in the role of Countess The role which Miss Daae plays calls for charm and appeal The role of the pageboy is silent, which makes my casting, in a word, ideal,(Phantom talking) I shall watch the performance from my normal seat in box five Which will be kept empty for me Should these commands be ignored A disaster beyond your imagination will occur I remain, gentlemen, your obedient servant O.G.,(Carlotta) Christine!,(Andre) Whatever next?,(Carlotta) It's all a plot to help Christine!,(Firmin) This is insane...,(Carlotta) I know who sent this: The Vicomte -- her lover!,(Raoul) Indeed? Can you believe this?,(Andre) Signora!,(Carlotta) O traditori!,(Firmin) This is a joke!,(Andre) This changes nothing!,(Carlotta) O menititori!,(Firmin) Signora!,(Andre) You are our star!,(Firmin) And always will be!,(Andre) Signora...,(Firmin) This man is mad!,(Andre) We dont take orders!,(Firmin) Miss Daae will be playing the pageboy -- the silent role...,(Andre/Firmin),Carlotta will be playing the lead!,(Carlotta) It's useless trying to appease me! You're only saying this to please me! Signori, e vero? Non, non, non voglio udire! Lasciatemi morire! O padre mio! Dio!,(Madame Giry) Who scorn his word, beware to those...,(Carlotta) You have reviled me!,(Madame Giry) The angel sees, the angel knows...,(Carlotta) You have rebuked me!,(Andre/Firmin) Signora, pardon us...,(Carlotta) You have replaced me!,(Andre/Firmin) Please, Signora We beseech you...,(Madame Giry) This hour shall see your darkest fears,(Meg Giry/Raoul) I must see her...,(Carlotta) Abbandonata! Deseredata! O, sventurata!,(Madame Giry) The angel sees, the angel hears...,(Raoul) Where did she go...?,(Carlotta) Abbandonata! Disgraziata!,(Andre/Firmin) Signora, sing for us! Dont be a martyr...,(Raoul/Madame Giry/Meg Giry) What new surprises lie in store...?,(Andre/Firmin) Our star!,(Carlotta) Non vo' cantar!"
5941,The Phantom of the Opera (Original London Cast),Notes/prima Donna Lyrics,36.68314294,2008,Other,"ANDRE & FIRMIN Prima donna first lady of the stage! Your devotees are on their knees to implore you! Can you bow out when they're shouting your name? Think of how they all adore you!,Prima donna, enchant us once again! Think of your muse... And of the queues round the theatre! Can you deny us the triumph in store? Sing, prima donna, once more!,RAOUL Christine spoke of an angel...,CARLOTTA Prima donna, your song shall live again!,ANDRE & FIRMIN Think of your public!,CARLOTTA You took a snub, but there's a public who needs you!,MME. GIRY She has heard the voice of the angel of music...,ANDRE & FIRMIN Those who hear your voice liken you to an angel!,CARLOTTA Think of their cry of undying support!,ANDRE We get our opera,CARLOTTA Follow where the limelight leads you!,FIRMIN She gets her limelight!,ANDRE & FIRMIN Leading ladies are a trial!,CARLOTTA Prima donna, your song shall never die! You'll sing again, and to unending ovation!,RAOUL Orders! Warnings!Lunatic demands!,ANDRE & FIRMIN Tears... oaths... lunatic demands are regular occurrences!,CARLOTTA Think how you'll shine in that final encore!,ANDRE & FIRMIN Surely there'll be further scenes worse than this!,RAOUL Think, before these demands are rejected!,ANDRE & FIRMIN Who'd believe a diva happy to relieve a chorus girl, who's gone and slept with the patron? Raoul and the soubrette, entwined in love's duet! Although he may demur, he must have been with her! You'd never get away with all this in a play, but if it's loudly sung and in a foreign tongue it's just the sort of story audiences adore, in fact a perfect opera!,ALL Prima donna the world is at your feet! A nation waits, and how it hates to be cheated! Light up the stage with that age old rapport! Sing, prima donna, once more!"
5936,The Phantom of the Opera (Original London Cast),Overture/hannibal Lyrics,39.22995436,2008,Other,"CARLOTTA: This trophy from our saviours, from our saviours from the enslaving force of Rome!,GIRL'S CHORUS: With feasting and dancing and song, tonight in celebration, We greet the victorious throng, returned to bring salvation!,MEN'S CHORUS: The trumpets of Carthage resound! Hear, Romans, now and tremble! Hark to our step on the ground!,ALL: Hear the drums, Hannibal comes!,PIANGI: Sad to return to find the land we love threatened once more by Roma's far-reaching grasp,REYER: Gentlemen, gentlemen...,LEFEVRE: Rehearsals, as you see, are under way, for a new production of Chalumeau's ""Hannibal"".,REYER: Monsieur Lefevre, I am rehearsing.,LEFEVRE: Monsieur Reyer, Madame Giry, ladies and gentlemen, Please if I could have your attention, thank you.,As you know, for some weeks there have been rumours of my imminent retirement. I can now tell you that these were all true and it is my pleasure to introduce you to the two gentlemen Who now own the Opera Populaire, Monsieur Richard Firmin and Monsieur Gilles Andre.,FIRMIN: And we are deeply honoured to introduce our new patron, the Viscount de Changy,RAOUL: My parents and I are honoured to support all the arts especially the world renowned Opera Populaire,LEFEVRE: Viscount, Gentlemen, Signora Carlotta Giudicelli, our leading soprano for five seasons now. And Signor Ubaldo Piangi.,RAOUL: An honour, Signor. I believe I'm keeping you from your rehearsal. I will be here this evening to share your great triumph. My apologies, monsieur.,REYER: Thank you, Monsieur Le Viscount. Once more if you please, signor.,CARLOTTA: He loves me!,GIRY: We take a particular pride here in the excellence of our ballets, monsieur,FIRMIN: I see why, especially that little blonde angel.,GIRY: My daughter, Meg Giry.,FIRMIN: And that exceptional beauty? No relation, I trust.,GIRY: Christine Daae, promising talent, Monsieur Firmin, very promising.,FIRMIN: Daae, you say? No relation to the famous Swedish violinist?,GIRY: His only child, orphaned at 7, when she came to live and train in the ballet dormitory.,FIRMIN: An orphan, you say!,CHORUS: Bid welcome to Hannibal's guests, the elephants of Carthage! As guides on our conquering quests, Dido sends Hannibal's friends!,CHORUS WITH CARLOTTA AND PIANGI: The trumpeting elephants sound, hear, Romans, now and tremble! Hark to their step on the ground, hear the drums! Hannibal comes!,ANDRE: Mosieur Reyer, isn't there a rather marvelous aria for Elissa in Act Three of ""Hannibal""? Perhaps if Signora...,CARLOTTA: Yes...Yes...Monsieur Reyer?,REYER: If my diva commands.,CARLOTTA: Yes I do."
